10413716	St&Sat/星期六	250397	2
10713880	罗莱	246628.2	16
10214239	熊孩子	245836.08	11
10757482	Teclast/台电	242841.1	6
10868029	华味亨	241376.4	8
10578925	Amoi/夏新	240899.6	7
10089615	Delicious/臻味	240177.8	9
10408456	Josiny/卓诗尼	239967	6
10265132	grace/洁丽雅	233264.1	11
10418903	IKEA/宜家	231059.8	39
10147974	嘻螺会	230140.8	1
10631095	卡宾熊	224668.6	6
10283962	伊诗兰顿	222037.9	12
10700610	Lafite/拉菲	219371.4	9
10553371	SMART WIFE/巧媳妇	218285.7	9
10338075	金稻	218000	11
10486951	福事多	217787.35	19
10745027	MSY/慕思雨	216254.8	3
10626908	WETCODE/水密码	215211.36	17
10046091	Green Mountain/绿岭	207426.3	7
10702322	Mexican/稻草人	207423	4
10786017	德州扒鸡	207048.64	11
10051239	凯利来	205770.4	36
12653351	everwhite	201496.2	1
10867570	福临门	201392.32	12
10560695	白云山	200943.86	12
10408864	LANSUR/兰瑟	197940.54	17
10601409	3CE/三熹玉	193491.58	48
99714457	罗拉密码	191512.1	38
10789079	三元	190875.4	6
10373756	Shuang Qing Home Reside/双庆家居	186746.5	30
10776296	朴西	184527.07	4
10119409	FREEMORE/自由点	183608	6
10064097	来伊份	182329.8	7
11030570	NEI WAI/内外	180003.54	7
10324260	Kiehl＇s/科颜氏	179272.97	72
11030660	惠寻	177188.31	40
10077408	葆丽匙	174980.7	5
11031403	Abby's Choice/完子心选	174525.9	6
10291509	ChaCheer/洽洽	173304.22	27
10485815	水井坊	169214	2
10912857	大卫	165113.58	20
10255756	Cheerful Mario/幸福玛丽	164952.1	14
10362629	杏花村	162187	5
10767664	Airmate/艾美特	154748.7	4
11009416	HBN	154595	3
10341890	古越龙山	154373.7	2
10943443	酒鬼花生	153157.81	15
10703086	erke/鸿星尔克	151526.7	35
10714727	赖茅	149424	4
10335542	Subor/小霸王	149398.14	6
10266841	ANESSA/安热沙	147720.08	21
10282492	五谷磨房	146510.4	2
10275309	Kids/猫人儿童	144680.37	3
10572108	MALING/梅林	144667.8	2
10761606	MIORIO（化妆品）	141325.8	3
10359060	自然之名	140382	2
10412126	玉凤凰	135247	1
10943452	BURBERRY/巴宝莉	134922	2
10641447	小仙炖	134016	1
10646096	pinkypinky/缤肌	133637.79	23
10499366	HSTYLE/韩都衣舍	131216	1
10479858	ASD/爱仕达	130482	3
10426681	LIUM/溜溜梅	127678.4	11
10163455	JudydoLL/橘朵	127342.4	22
10943384	北京同仁堂	126573.55	4
10507781	正大	126075.1	16
10993820	suk garden/蔬果园	125673.8	6
10552712	URARA/悠莱	122606.78	2
10839215	MERCURY/水星家纺	120027	23
10053481	REDDRAGONFLY/红蜻蜓	119740.07	15
10822611	有道	114747	3
10341714	Bvlgari/宝格丽	114409.12	20
10984197	Bear Coming/小熊驾到	113049.8	14
10937420	RIO/锐澳	111393.2	2
10438044	ORION/好丽友	107500.17	29
10640707	豪士	103209.87	37
10059586	MACARONS/马卡龙	103158.04	8
10091134	Yuranm/瑜然美	103156.6	3
10943557	韩佳妮	102698.55	21
10064105	托嗳	101724	1
10225837	Engnice/英氏	101419	3
10846407	舍得	101114	5
10950094	Joocyee	100935.6	1
