brand_id_std	brand_name_std	secondary_mkt_industry1	 brand_sale_amount
10468596	Golden Field/金河田	3C数码	 135,561,300
10396705	Logitech/罗技	3C数码	 143,090,086
10839948	Kingston/金士顿	3C数码	 139,178,676
10791242	JBL	3C数码	 135,397,950
10622133	任天堂	3C数码	 167,648,223
10851970	Intel/英特尔	3C数码	 112,366,188
10059420	THUNDEROBOT	3C数码	 142,259,984
10197110	IPASON/攀升	3C数码	 119,169,355
10369343	罗技G	3C数码	 129,780,539
10613209	Fujifilm/富士	3C数码	 109,053,252
10943471	realme	3C数码	 144,866,563
10469378	Gigabyte/技嘉	3C数码	 92,097,007
10053445	ROMOSS/罗马仕	3C数码	 122,213,384
10683308	黑鲨	3C数码	 81,067,023
10706809	MACHENIKE	3C数码	 128,230,585
10943389	索爱	3C数码	 103,899,970
10150954	Alienware/外星人	3C数码	 102,111,508
10413946	Razer/雷蛇	3C数码	 88,377,960
10253963	Colorful/七彩虹	3C数码	 82,822,642
10129982	纽曼	其他行业	 41,396,051
10405282	Sandisk/闪迪	3C数码	 101,419,386
10778788	神牛	3C数码	 90,099,264
10541300	Seagate/希捷	3C数码	 88,105,969
10946947	自由光	3C数码	 78,051,786
10108898	AMD	3C数码	 72,835,140
10197075	Pisen/品胜	3C数码	 89,510,522
10620759	Meizu/魅族	3C数码	 55,104,922
10022110	天猫精灵	3C数码	 79,063,742
10772148	扬天	3C数码	 78,122,217
10837962	BBK/步步高	3C数码	 86,716,389
10482844	DERE/戴睿	3C数码	 69,071,762
10078240	闪魔	3C数码	 64,173,447
10849499	宁美国度	3C数码	 65,571,213
10837703	BOSE	3C数码	 79,222,175
10939784	韩众	3C数码	 64,637,101
10295446	科大讯飞	3C数码	 73,964,414
10252761	Aigo/爱国者	3C数码	 71,105,412
10757199	Beats	3C数码	 64,518,667
10131354	HALFSun/影巨人	3C数码	 62,081,750
10829264	Nikon/尼康	3C数码	 65,506,915
10936737	武极	3C数码	 57,284,085
10408358	360	其他行业	 52,203,155
10651219	EARISE/雅兰仕	医药保健	 19,542,694
10061583	京天华盛	3C数码	 64,472,361
10801554	KINDLE	3C数码	 56,606,668
10699329	ICON/爱康	3C数码	 55,788,545
10189360	Sansui/山水	3C数码	 55,809,169
10264985	Shinco/新科	3C数码	 56,237,957
10046974	WACOM	3C数码	 54,952,705
10335542	Subor/小霸王	3C数码	 59,313,581
10476724	X-IT	3C数码	 43,628,036
10117799	nubia/努比亚	3C数码	 36,917,523
10194945	Ninebot	3C数码	 36,106,707
10315753	carkoci/卡古驰	3C数码	 35,836,465
10846152	金运	3C数码	 42,733,916
10272384	GUSGU/古尚古	3C数码	 38,808,889
10406885	pccooler/超频三	3C数码	 39,152,407
10142276	ESR	3C数码	 35,408,487
10721306	美商海盗船	3C数码	 36,203,317
10943555	摆渡者	3C数码	 36,483,685
10439547	ISIDO/艾思度	3C数码	 35,398,928
10405148	DOOV/朵唯	3C数码	 37,201,652
10761130	LEWITT/莱维特	3C数码	 29,963,025
10037182	SENNHEISER/森海塞尔	3C数码	 39,431,187
10287301	南孚	3C数码	 35,816,659
10048785	Nokia/诺基亚	3C数码	 41,026,100
10597010	森然（家电）	3C数码	 37,465,756
10161621	TORRAS/图拉斯	3C数码	 30,887,708
10955635	品纯	3C数码	 30,392,772
10848883	第一卫	3C数码	 23,900,502
10269219	宝锋	3C数码	 34,453,384
10844010	Takstar/得胜	3C数码	 40,034,458
10830068	GALAXY/影驰	3C数码	 32,051,394
10802020	zhi yun	3C数码	 34,161,886
10911490	Tenda/腾达	3C数码	 31,016,053
10284496	Nohon/诺希	3C数码	 29,941,632
10212027	博智星	3C数码	 46,989,456
10829589	Audio Technica/铁三角	3C数码	 33,559,137
10354780	K-Touch/天语	3C数码	 29,872,089
10072257	十盏灯	3C数码	 23,201,872
10192457	森克	3C数码	 35,033,966
10405906	优学派	3C数码	 34,363,475
10499235	柏奈儿	3C数码	 21,088,122
10000409	Rapoo/雷柏	3C数码	 31,302,034
10413512	达尔优	3C数码	 31,739,983
10914866	POLVCDG/铂典	3C数码	 22,778,423
10037390	Sama/先马	3C数码	 26,864,793
10592417	唱吧	3C数码	 29,817,900
10612970	SAPPHIRE/蓝宝石	3C数码	 29,093,106
10552709	B&O	3C数码	 31,277,016
10052296	Joyroom/机乐堂	3C数码	 24,046,527
10765234	Synology/群晖	3C数码	 28,105,563
10925641	以诺	3C数码	 24,532,099
10847799	CHERRY	3C数码	 25,444,812
10130185	GoPro	3C数码	 31,575,950
10936780	Uniscom/紫光电子	3C数码	 23,574,676
10340694	ENKOR	3C数码	 20,512,251
10337393	魅声	3C数码	 21,833,836
10901949	AData/威刚	3C数码	 22,998,713
10633445	小辣椒	3C数码	 23,830,747
10078022	金贝	3C数码	 25,793,440
11030757	LZL（数码）	3C数码	 22,296,102
10936762	硕扬	3C数码	 22,224,770
10943432	MERCURY（水星网络）	3C数码	 23,917,320
10733167	AfterShokz	3C数码	 25,181,480
10065271	iKBC	3C数码	 23,807,843
10052440	HKC/惠科	3C数码	 21,422,462
11030733	菲尼泰	3C数码	 19,329,377
10754812	harman kardon/哈曼·卡顿	3C数码	 22,792,025
10649108	Motorola/摩托罗拉	3C数码	 23,963,345
10831235	H3C/新华三	3C数码	 17,760,820
10943403	炫龙（电脑数码）	3C数码	 31,556,146
10549440	Yamaha/雅马哈	轻工制造	 136,853,410
10124448	Orico/奥睿科	3C数码	 18,667,060
10736519	诺西	3C数码	 20,547,401
10912961	BOYA	3C数码	 20,072,902
10207385	数冠	3C数码	 20,033,000
10408857	狄派	3C数码	 30,411,711
10767412	SAMZHE/山泽	3C数码	 18,739,617
10834592	Svnscomg	3C数码	 17,169,453
10014246	ASZUNE/艾苏恩	3C数码	 19,769,234
10563700	HIPAA/海鲅	3C数码	 18,393,717
10468478	RANVOO	3C数码	 15,596,993
10053900	llano/绿巨能	3C数码	 18,213,823
10109738	MAXSUN/铭瑄	3C数码	 15,560,117
10503784	Insta360	3C数码	 16,863,355
10841204	MARSHALL	3C数码	 19,796,271
10122861	Benton/本腾	3C数码	 19,448,073
10500825	QCY	3C数码	 21,396,957
10253478	ViewSonic/优派	3C数码	 17,244,117
10757195	Casio/卡西欧	其他行业	 244,955,182
10292034	Daysky	3C数码	 16,280,146
10706037	Gowe/国惠	3C数码	 26,067,744
10880072	守护宝	3C数码	 16,900,808
10757482	Teclast/台电	3C数码	 15,725,418
10579220	歌姿	3C数码	 23,804,592
10901979	小寻	3C数码	 17,236,634
10795589	糖猫	3C数码	 23,591,468
10550963	Sigma/适马	3C数码	 17,033,778
10756877	MIMITOOU/咪咪兔	3C数码	 16,138,153
10007228	金典科逸	3C数码	 18,060,439
10906826	ZMI	3C数码	 16,840,578
10199316	cooyes/酷耶	3C数码	 16,421,034
10631122	曼龙	3C数码	 17,432,072
10552439	贝阳	3C数码	 16,773,548
10624480	Qisheng/奇声	3C数码	 16,107,140
10253042	WESTDING/威斯汀	3C数码	 15,604,455
10180102	aierxuan	3C数码	 16,387,593
10153227	Pico/小鸟看看	3C数码	 16,204,887
10180421	苏丰	3C数码	 16,215,873
11004919	魔力树	3C数码	 26,710,112
12659765	Pairod/柏若	3C数码	 15,987,897
10406842	PLAYBOY/花花公子	轻工制造	 26,459,189
10119882	Warrior/回力	纺织服装	 393,202,067
10334797	Uniqlo/优衣库	纺织服装	 416,014,124
10702653	恒源祥	纺织服装	 416,078,370
10730242	Ubras	纺织服装	 157,338,903
10485536	Hotwind/热风	纺织服装	 147,183,729
10685052	Converse/匡威	纺织服装	 176,025,446
10196389	乔丹	纺织服装	 157,172,473
10936682	Camel/骆驼（鞋服包）	纺织服装	 125,749,644
11030702	旗莱恩	纺织服装	 50,760,800
10722779	派睿斯	纺织服装	 170,139,918
10672995	JORDAN	纺织服装	 98,934,634
10479700	361°	纺织服装	 121,890,984
10828754	NEW BALANCE	纺织服装	 132,317,283
10461212	初飒	纺织服装	 101,156,511
10936702	茉莉精灵	纺织服装	 117,924,980
10265132	grace/洁丽雅	轻工制造	 28,341,574
10337768	俞兆林	医药保健	 11,281,366
10557829	Decathlon/迪卡侬	轻工制造	 36,295,807
12658726	奥凯狼	纺织服装	 100,176,098
10623042	Goldlion/金利来	轻工制造	 33,542,283
10290868	UR	纺织服装	 69,453,316
10984536	悦芳菲	纺织服装	 95,465,052
10701634	one more	纺织服装	 65,146,905
10497679	博洋	纺织服装	 74,653,880
10865140	J.ESTINA/嘉饰缇娜	纺织服装	 64,967,374
10414486	Hodo/红豆	纺织服装	 74,600,684
10194439	Cabbeen/卡宾	纺织服装	 77,674,652
10770053	都市丽人	纺织服装	 66,311,375
10217881	ELF SACK/妖精的口袋	纺织服装	 80,818,752
11014141	真佒伊	纺织服装	 101,021,712
10356022	Onitsuka Tiger/鬼塚虎	纺织服装	 60,811,246
10432271	LULULEMON/露露乐檬	纺织服装	 65,788,005
10197836	Gainreel/歌瑞尔	纺织服装	 53,738,844
10643900	Mo＆Co．/摩安珂	纺织服装	 53,437,946
12658725	花衣束	纺织服装	 74,124,410
10702322	Mexican/稻草人	轻工制造	 42,560,395
10550795	Aokang/奥康	纺织服装	 54,680,000
10767233	爱慕	纺织服装	 58,001,227
10913547	MUJI/无印良品	纺织服装	 57,570,460
10702433	H&M	纺织服装	 67,018,100
10138889	蒛一	纺织服装	 39,964,093
10713768	芬腾	纺织服装	 67,667,772
10629970	Tata/他她	纺织服装	 69,688,103
10512879	DAVE＆BELLA	纺织服装	 74,417,987
10480147	A21	纺织服装	 52,139,198
12656215	旧传（服饰）	纺织服装	 44,031,183
10432632	FGN/富贵鸟	纺织服装	 49,818,626
10702078	Teenmix/天美意	纺织服装	 67,774,425
10046866	Gap	纺织服装	 63,390,800
10798959	Beaster	纺织服装	 51,704,518
10847580	Massimo Dutti	纺织服装	 30,269,342
10629008	Ecco/爱步	纺织服装	 47,520,713
10488087	Bolon/暴龙	纺织服装	 31,662,023
10290533	NIANJEEP/吉普盾	纺织服装	 64,430,518
10927416	MontVoo/迈特优	纺织服装	 50,043,363
10695336	Hush Puppies/暇步士	纺织服装	 53,838,625
10288840	BASTO/百思图	纺织服装	 31,786,155
10994125	丰页	纺织服装	 103,414,271
10695350	Pierre Cardin/皮尔卡丹	纺织服装	 41,984,817
10120214	Levi’s/李维斯	纺织服装	 47,373,782
10229218	语克	纺织服装	 41,575,910
10551955	童泰	纺织服装	 54,238,316
10196446	Hazzys	纺织服装	 45,570,560
10695564	Teenie Weenie	纺织服装	 46,742,775
10552433	clarks	纺织服装	 36,512,073
11030726	FLUY/艾希普	纺织服装	 48,674,535
10416627	Lily	纺织服装	 36,702,101
10264046	Kappa/背靠背	纺织服装	 34,221,061
10928349	GODLIKE/古莱登	纺织服装	 38,574,078
10703243	feiyue/飞跃	纺织服装	 34,220,472
11030636	京芭布娃	纺织服装	 39,138,388
10839373	Hello Kitty	纺织服装	 46,310,921
10701670	THREEGUN/三枪	纺织服装	 34,879,508
10619234	TUCANO/七好啄木鸟	纺织服装	 37,783,555
10499366	HSTYLE/韩都衣舍	纺织服装	 46,823,042
10270582	COS	纺织服装	 49,003,917
10079703	KUB/可优比	轻工制造	 99,435,236
10733386	奢姿	纺织服装	 33,605,000
10841561	有棵树	纺织服装	 28,437,116
10062903	足力健	纺织服装	 37,228,221
10276409	VESIBO/维斯博	纺织服装	 34,360,855
10415293	恩兴	纺织服装	 34,882,633
10770903	tkz	纺织服装	 31,149,689
10173148	雅羊人	纺织服装	 36,426,914
10049542	BONAS/宝娜斯	纺织服装	 29,114,539
10771024	JACE	纺织服装	 43,121,609
10923208	VUUG	纺织服装	 31,499,997
10408456	Josiny/卓诗尼	纺织服装	 32,523,238
10482900	SELECTED/思莱德	纺织服装	 36,462,975
10523388	KUOSE/阔色	纺织服装	 29,205,786
10840508	kj	纺织服装	 27,984,752
10343679	云妃秀	纺织服装	 35,886,531
10361218	莫代尔	纺织服装	 27,225,527
10191685	Firs/杉杉	纺织服装	 38,647,602
10913298	CHAMPION	纺织服装	 35,283,601
10839022	Baleno/班尼路	纺织服装	 30,822,754
11030570	NEI WAI/内外	纺织服装	 28,603,088
10936777	SENMA/森马（鞋）	纺织服装	 31,984,648
10189826	TIMBERLAND/添柏岚	纺织服装	 34,704,724
10621977	Dr．Martens	纺织服装	 44,409,350
10494588	Dr．Kong/江博士	纺织服装	 35,563,826
10139173	Lilbetter	纺织服装	 29,343,853
10263348	三彩	纺织服装	 29,894,391
10911407	Jeanswest/真维斯	纺织服装	 34,337,917
10719862	THE NORTH FACE/北面	纺织服装	 30,909,522
10494470	Rampo/乱步	纺织服装	 30,071,277
10943414	多喜爱	纺织服装	 29,610,126
10087038	mini peace	纺织服装	 37,753,273
10936862	罗奈	纺织服装	 29,718,905
10203331	ESE·Y/逸阳	纺织服装	 28,814,464
10478288	CARAMELLA	纺织服装	 29,657,219
12658746	利墨	纺织服装	 50,997,044
10124845	Annil/安奈儿	纺织服装	 39,557,431
10261864	Toread/探路者	纺织服装	 28,575,924
10138399	V37	纺织服装	 28,658,334
10920837	inxx	纺织服装	 38,386,552
10057916	Girdear/哥弟	纺织服装	 27,305,136
12658748	四妮	纺织服装	 43,196,962
12658728	PYMCA	纺织服装	 38,548,675
10943325	Mini Balabala	纺织服装	 33,477,814
11013376	美唯兹	纺织服装	 33,548,918
10052336	DEESHA/笛莎	纺织服装	 28,702,737
10420073	crtartu/卡特兔	纺织服装	 28,216,507
10427302	Gukoo/果壳	纺织服装	 28,717,866
10118624	Lilanz/利郎	纺织服装	 26,733,640
12659749	雾迹	纺织服装	 44,959,027
10353308	Kiss Kitty	纺织服装	 29,096,884
12656216	朴洛汐	轻工制造	 88,527,661
12659751	东箩	纺织服装	 31,884,494
12659753	邑猎	纺织服装	 29,961,855
10396495	Pampers/帮宝适	轻工制造	 241,203,118
10564041	XBYGIMI/极米科技	轻工制造	 178,197,640
10684963	Pigeon/贝亲	轻工制造	 170,739,673
10469013	Epson/爱普生	轻工制造	 171,933,076
10480175	KAO/花王	轻工制造	 183,165,196
10409716	LEGO/乐高	轻工制造	 128,492,014
10844093	COACH/蔻驰	轻工制造	 125,672,689
10358212	SOFY/苏菲	轻工制造	 122,551,835
10142373	whisper/护舒宝	轻工制造	 118,113,787
10225160	亿健	轻工制造	 86,195,268
10053601	Moony/尤妮佳	轻工制造	 109,157,282
10436893	十月结晶	轻工制造	 89,334,637
10939421	京东金融	其他行业	 311,333,606
10937118	虎牌（保险箱）	轻工制造	 78,448,074
10414063	富光	轻工制造	 92,506,375
10324630	YONEX/尤尼克斯	轻工制造	 74,502,813
10353221	红色小象	轻工制造	 89,013,851
10254462	Kangaroo Mommy/袋鼠妈妈	轻工制造	 71,426,841
12654152	子初（matern’ella）	轻工制造	 71,120,882
10488329	天堂	轻工制造	 68,520,060
10677933	勾勾手	轻工制造	 56,896,015
10552002	Goo．n！/大王	轻工制造	 74,207,180
10702449	THERMOS/膳魔师	轻工制造	 99,900,189
10698346	妙洁	轻工制造	 63,632,766
10193292	Dettol/滴露	轻工制造	 63,516,049
10915222	Tide/汰渍	轻工制造	 67,017,879
12658723	罗戈褚	轻工制造	 115,242,167
10874446	Tempo/得宝	轻工制造	 63,729,360
10189927	POP MART/泡泡玛特	轻工制造	 79,767,780
10555183	妇炎洁	轻工制造	 49,008,649
10309232	润本	轻工制造	 24,829,697
10272787	COOKER KING/炊大皇	轻工制造	 53,020,042
10846288	brother/兄弟	轻工制造	 48,935,702
10079684	90分	轻工制造	 58,331,764
10342308	漫花	轻工制造	 49,667,177
10524248	快力文	轻工制造	 59,314,219
10476499	Goldtex/金纺	轻工制造	 52,867,194
10481432	张小泉	轻工制造	 48,014,478
10735395	Marie’s/马利	轻工制造	 58,795,631
10913571	绿之源 Greensource	轻工制造	 48,025,787
10265662	茶花	轻工制造	 49,520,070
10868978	DHS/红双喜	轻工制造	 48,125,759
10855045	EMXEE/嫚熙	轻工制造	 49,287,418
10866469	PILOT/百乐	轻工制造	 50,560,097
10468523	Spalding/斯伯丁	轻工制造	 41,843,964
10828498	佳帮手	轻工制造	 47,071,290
10409808	LAURIER/乐而雅	轻工制造	 47,989,389
10293272	JOYNCLEON/婧麒	轻工制造	 38,570,690
10430248	NUKied/纽奇	轻工制造	 33,841,140
10121487	MEDELA/美德乐	轻工制造	 41,295,336
10342698	ADKING	轻工制造	 33,829,212
10554136	BAOJIAJIE/宝家洁	轻工制造	 38,302,622
10702426	小白熊	轻工制造	 37,721,093
10859009	山山	轻工制造	 35,247,918
10684876	Lelch/露安适	轻工制造	 40,216,984
10482134	SPACE7/七度空间	轻工制造	 43,623,292
10025705	万高	轻工制造	 36,285,048
10135767	KOKUYO/国誉	轻工制造	 43,937,421
10266154	AULDEY/奥迪双钻	轻工制造	 34,751,736
10077569	米度丽	轻工制造	 55,469,175
10496856	THEBEAST/野兽派	轻工制造	 45,312,569
10643489	Mr Muscle/威猛先生	轻工制造	 34,916,701
10478945	Samsonite/新秀丽	轻工制造	 37,646,276
10719935	派克	轻工制造	 42,646,029
10089001	锦明（玩具）	轻工制造	 27,082,917
10860246	Maryya/美丽雅	轻工制造	 34,508,257
10929800	斑布	轻工制造	 39,154,315
10913815	Roland/罗兰	轻工制造	 31,833,814
10943415	HERO/英雄	轻工制造	 40,614,342
10591220	ULDUM	轻工制造	 42,191,106
10557098	妈妈壹选	轻工制造	 39,403,517
10727139	PREMISE/拜灭士	轻工制造	 27,367,560
10939756	佑美（跑步机）	轻工制造	 27,619,982
10480291	Poner Saund/轰天炮	轻工制造	 36,294,857
10943438	TANGO/探戈	轻工制造	 32,892,115
10928169	益伟	轻工制造	 30,537,877
10769373	天喜	轻工制造	 35,221,334
10254892	宜婴	轻工制造	 32,101,785
10413430	世喜	轻工制造	 31,939,332
10338875	Suncha/双枪	轻工制造	 29,990,102
10714286	六品堂	轻工制造	 30,908,937
10136876	GW/光威	轻工制造	 31,042,388
10391567	abc	轻工制造	 36,745,523
10180464	妈咪宝贝	轻工制造	 32,803,097
10218073	ZEBRA/斑马	轻工制造	 32,591,593
10197356	星优	轻工制造	 32,834,614
10764801	汉鼎	轻工制造	 30,439,012
10252976	beiens/贝恩施	轻工制造	 23,463,214
10692052	众乐康健	轻工制造	 23,179,062
10488056	XINGHAI INSTRUMENT/星海	轻工制造	 36,416,500
10557891	安儿乐	轻工制造	 30,248,730
10052598	Bandai/万代	轻工制造	 23,288,575
10941317	五羊/fiverams	轻工制造	 27,160,657
10061389	Caran·Y/卡拉羊	轻工制造	 23,309,072
10008320	GPRINTER	轻工制造	 28,138,159
10493242	欧伦	轻工制造	 28,849,554
10480211	Michael Kors	轻工制造	 26,374,437
10612586	AVENT/新安怡	轻工制造	 25,043,790
10702750	FROGPRINCE/青蛙王子	轻工制造	 27,111,533
10290316	Comix/齐心	轻工制造	 28,000,954
10500746	爽然	轻工制造	 27,274,825
10071335	Teddy Bear/泰迪熊	轻工制造	 25,589,505
10943766	当贝	轻工制造	 25,632,544
10120573	BEDDYBEAR/杯具熊	轻工制造	 29,069,605
10937819	曹晖	轻工制造	 27,416,831
10740126	猫太子	轻工制造	 34,271,199
10180411	FISHER-PRICE/费雪	轻工制造	 23,879,198
10370142	亦智	轻工制造	 23,990,299
10923385	Citylong/禧天龙	轻工制造	 23,479,418
10439127	DR．STORAGE/收纳博士	轻工制造	 23,479,063
10493861	COROU/可心柔	轻工制造	 25,778,780
10138762	精臣	轻工制造	 27,068,717
10540527	HEAD/海德	轻工制造	 23,154,481
10155430	SUNMI/商米	轻工制造	 39,765,290
10558501	益好	轻工制造	 23,315,914
10639100	aveeno/艾唯诺	轻工制造	 28,686,281
10914120	Viney	轻工制造	 23,940,004
10918491	LAMY/凌美	轻工制造	 25,583,955
10048568	TAFUCO/泰福高	轻工制造	 31,093,831
10029279	Relea/物生物	轻工制造	 29,399,865
10594687	Kleenex	轻工制造	 23,872,564
10784928	纳份爱	轻工制造	 26,319,248
11027113	碧芭宝贝	轻工制造	 23,505,317
10132912	喵喵机	轻工制造	 28,929,668
10049703	洁云	轻工制造	 23,112,746
10482623	MCM	轻工制造	 23,257,160
10630376	ZOJIRUSHI/象印	轻工制造	 28,014,084
10842699	Bemega	轻工制造	 24,231,536
10153340	菲寻	轻工制造	 23,289,097
10200077	FINECOLOUR/法卡勒	轻工制造	 28,696,671
12658732	丝托	轻工制造	 26,309,378
10919914	鱼跃	医药保健	 229,048,026
10637261	可孚	医药保健	 179,703,964
10282602	Durex/杜蕾斯	医药保健	 150,454,208
10361294	Omron/欧姆龙	医药保健	 136,255,112
10128204	博士伦	医药保健	 106,332,489
10356253	jissbon/杰士邦	医药保健	 85,777,421
10648734	okamoto/冈本	医药保健	 80,768,812
10943737	武夫人	医药保健	 83,332,409
10344136	海昌	医药保健	 80,079,822
12658724	同运	医药保健	 128,349,932
10353724	海氏海诺	医药保健	 82,472,620
10058761	Winner/稳健	医药保健	 58,590,619
10919205	荣晟	医药保健	 49,301,502
10343179	三诺（医疗）	医药保健	 60,376,175
10563869	享久	医药保健	 50,045,536
10652817	ZD	医药保健	 64,977,417
10696465	强生	医药保健	 57,027,546
10938422	NBB	医药保健	 64,933,722
10119922	敖东	医药保健	 43,210,661
10408137	东阿阿胶	医药保健	 57,837,795
10557349	独爱	医药保健	 42,903,073
10592574	可复美	医药保健	 49,575,460
10122066	超亚	医药保健	 37,146,059
10701986	名流	医药保健	 40,622,184
10343928	金戈	医药保健	 46,785,525
10511508	桑浦（成人）	医药保健	 49,279,637
10477081	青源堂	医药保健	 48,745,818
10497612	MizzZee/谜姬	医药保健	 39,542,245
10581542	罗氏	医药保健	 42,414,766
10624607	KeY	医药保健	 40,029,753
10477073	kernel/科诺	医药保健	 28,024,931
10939573	万艾可	医药保健	 39,269,636
10929594	HORIEN/海俪恩	医药保健	 40,127,487
10209132	芙清	医药保健	 35,518,626
10855933	汇仁	医药保健	 32,518,607
10787276	领航奉献	医药保健	 24,779,863
10056077	爱尔康	医药保健	 37,010,950
10278914	NINEST	医药保健	 40,331,877
10943599	FOX（成人用品）	医药保健	 35,935,831
10010252	画婷	医药保健	 28,300,802
10941025	必利劲	医药保健	 36,699,786
10222165	Phoenix/凤凰	其他行业	 80,669,505
10936785	santen/参天	医药保健	 37,207,186
10841919	迈德斯特	医药保健	 30,777,063
10701643	9i/久爱	医药保健	 26,156,842
10773634	九芝堂	医药保健	 27,157,101
10198167	Twin Lotus/双莲	医药保健	 35,395,455
10033691	从容硬对	医药保健	 26,144,392
10901734	Coloplast/康乐保	医药保健	 27,776,076
10984809	WELLDAY/维德医疗	医药保健	 29,997,985
10739079	DR.ROOS/袋鼠医生	医药保健	 25,165,968
10048454	黄道益	医药保健	 31,859,815
10047162	瑞迈特	医药保健	 27,424,947
10723903	SIGMA（医疗）	医药保健	 28,340,933
10443741	百年修正	医药保健	 24,307,452
10936814	库博光学	医药保健	 33,043,284
10685770	ONE SECOND/一秒（文化玩乐）	医药保健	 17,225,326
10505159	可啦啦	医药保健	 25,231,301
10211856	正虎堂	医药保健	 19,662,056
10244260	姥姥现蒸	医药保健	 29,977,086
10220470	SEXYE/色系	医药保健	 20,075,663
10064105	托嗳	医药保健	 17,230,616
10357644	利凡欧	医药保健	 17,144,978
10267813	九圆	医药保健	 21,246,179
10336822	愉悦	医药保健	 22,461,158
10578749	优禾康	医药保健	 22,463,795
10771808	爱护佳	医药保健	 26,197,464
10961752	丽医生	医药保健	 19,371,797
10560649	leten/雷霆	医药保健	 22,170,451
10766939	趣儿	医药保健	 23,087,592
10704114	resmed/瑞思迈	医药保健	 30,584,264
10297016	佰易来	医药保健	 19,744,365
10840409	正官庄	医药保健	 26,625,931
10936759	芭克	医药保健	 21,425,344
10939282	半岛（医药保健）	医药保健	 51,416,660
10205752	lesparty/莱斯帕蒂	医药保健	 22,454,868
10594680	优艾客	医药保健	 10,387,530
10482803	淳紫乐康	医药保健	 21,185,936
10767240	minilove	医药保健	 19,179,943
10225973	第6感	医药保健	 19,586,527
10120903	德宜生	医药保健	 17,300,011
10421497	movo	医药保健	 19,918,764
10479233	信盛堂	医药保健	 16,368,427
10940324	仙境（成人用品）	医药保健	 22,586,533
10939718	希爱力	医药保健	 16,440,211
10734950	三九（999）	医药保健	 21,139,230
10697251	小林制药	医药保健	 17,238,088
10936977	优思明	医药保健	 20,394,200
10637747	QS/快舒尔	医药保健	 14,099,471
10220787	杨四郎	医药保健	 15,020,310
10659428	舒尔佳	医药保健	 17,626,754
10801761	仁熠	医药保健	 10,473,154
10297092	福东海	医药保健	 16,998,804
10634350	正典燕窝	医药保健	 21,550,021
10033851	JIUUY/姬欲	医药保健	 17,523,637
10066729	沈家村	医药保健	 16,606,039
10936976	ACUVUE/安视优	医药保健	 18,207,548
12653507	祖医堂	医药保健	 26,142,853
10731031	恒明医疗	医药保健	 17,339,485
10060273	创福康	医药保健	 15,652,335
10936968	蔓迪	医药保健	 16,003,149
10512123	TONO HIME	医药保健	 12,356,693
10812532	蕲大妈	医药保健	 11,232,952
10336396	GARDEN/嘉顿	医药保健	 14,343,965
10363775	MAIG	医药保健	 16,116,232
10801043	霏慕	医药保健	 12,582,191
10352984	Folee/富林	医药保健	 18,901,984
10560695	白云山	医药保健	 15,776,670
10839493	杞里香	医药保健	 16,999,132
10045607	svakom	医药保健	 10,482,440
10719578	卧娜尼	医药保健	 17,332,821
34353221	Moody	医药保健	 17,776,843
10769528	仙鹤	医药保健	 14,062,941
12653362	达芙文	医药保健	 13,745,586
7470193174	泽艳（医疗器械）	医药保健	 17,370,181
10290323	伊可新	医药保健	 14,075,130
10117147	医绅	医药保健	 14,205,144
10504455	David/大卫	医药保健	 12,072,081
10422087	欧格斯	医药保健	 13,835,976
10646752	达克宁	医药保健	 12,187,805
10001013	长坤	医药保健	 11,986,831
10626847	JOKER	医药保健	 10,638,116
10123232	陈李济	医药保健	 14,492,425
10947817	海露	医药保健	 13,532,680
11031036	BMC/怡和嘉业	医药保健	 15,315,528
10437306	Dry well/涩井	医药保健	 10,977,182
10854761	罗脉	医药保健	 13,542,637
10870911	凌远	医药保健	 11,478,542
10645896	保法止	医药保健	 13,496,840
10871952	米塔塔	医药保健	 12,772,951
10875608	逸邦（医疗器械）	医药保健	 10,600,235
11031409	COFANCY	医药保健	 14,301,603
10264981	大象	医药保健	 11,273,468
10961908	拜瑞妥	医药保健	 11,790,409
10702559	固本堂	医药保健	 18,053,293
10479918	康王	医药保健	 13,078,543
10083516	对子哈特	医药保健	 10,284,533
10146239	恒倍舒	医药保健	 11,949,228
10846027	Galaku	医药保健	 10,703,484
10505636	iHealth	医药保健	 11,467,595
10974613	雷霆暴风	医药保健	 12,384,867
10231365	CONSIDER/科司德	医药保健	 11,031,849
10937112	Pegavision/晶硕	医药保健	 11,376,584
10557756	倍力乐	医药保健	 12,920,336
10983541	LaPeche/安目瞳	医药保健	 13,114,927
10937952	KD/凯达	医药保健	 10,704,777
10901971	佳禾	医药保健	 10,512,012
10553887	仲景	医药保健	 10,301,146
10600213	葵花	医药保健	 12,525,040
12654611	朴星	医药保健	 11,645,193
12653364	聆懿	医药保健	 14,184,130
10380825	何浩明	医药保健	 10,288,844
10937613	同溢堂	医药保健	 11,889,995
11011577	MADE HEART/麦德哈特	医药保健	 12,564,658
10555114	祝浩康	医药保健	 15,091,362
10976256	De Lush/美魅惑	医药保健	 12,247,340
10788552	THE XI CHANG/伊喜畅	医药保健	 13,812,212
11011258	茗挚	医药保健	 16,089,170
7122972058	MaincareBio	医药保健	 14,284,118
10541228	Oxygen Elves/氧精灵	医药保健	 10,938,845
10961177	涵一	医药保健	 24,950,000
10839145	AcBel/康舒	医药保健	 10,210,859
12657581	圣幸	医药保健	 15,712,494
10538247	交悦	医药保健	 10,273,905
