10765205	沃隆	食品饮料	 47,678,865
10347308	WAHAHA/娃哈哈	食品饮料	 42,151,302
10210500	卫龙	食品饮料	 28,675,337
10705574	小牛凯西	食品饮料	 39,463,653
10231031	拉面说	食品饮料	 32,948,801
10762749	Arla/爱氏晨曦	食品饮料	 44,888,321
10491410	OCAK/欧扎克	食品饮料	 45,378,525
10201914	starbucks/星巴克	其他行业	 106,638,798
10308224	舌里	食品饮料	 33,889,635
10913373	QUAKER/桂格	食品饮料	 35,149,155
10590877	maxigenes	食品饮料	 45,156,855
12654609	HONLIFE/好麦多	食品饮料	 30,533,631
10412074	Budweiser/百威	食品饮料	 25,697,864
10935021	三顿半	食品饮料	 36,394,508
10079100	Calbee/卡乐B	食品饮料	 32,761,162
10522730	葡记	食品饮料	 31,556,196
10473353	RedBull/红牛	食品饮料	 25,744,453
10788335	八马	食品饮料	 40,673,236
10590673	北京稻香村	其他行业	 447,332,862
10936913	今锦上	食品饮料	 30,406,974
10407445	Gree/格力	家用电器	 789,573,717
10685413	AUX/奥克斯	家用电器	 757,870,701
10191422	SUPOR/苏泊尔	轻工制造	 251,527,053
10263531	Joyoung/九阳	轻工制造	 57,960,438
10912065	Littleswan/小天鹅	家用电器	 615,854,295
10652455	Konka/康佳	家用电器	 367,582,708
10767563	Ronshen/容声	家用电器	 425,740,286
10623605	MeiLing/美菱	家用电器	 386,766,050
10365674	Skyworth/创维	3C数码	 20,457,090
10943455	Hisense/海信（黑电）	家用电器	 398,130,393
10047350	Robam/老板	家用电器	 395,181,897
10263514	Flyco/飞科	家用电器	 317,497,222
10840020	Bear/小熊	家用电器	 327,465,875
10197261	dyson/戴森	家用电器	 294,123,631
10410197	ECOVACS/科沃斯	家用电器	 228,568,237
10335357	Galanz/格兰仕	家用电器	 192,436,907
10695945	Royalstar/荣事达	家用电器	 179,982,047
10839805	Vanward/万和	家用电器	 184,515,594
10938491	A.O.史密斯	家用电器	 173,440,661
10086294	VIOMI/云米	家用电器	 122,912,310
10006858	雅萌	家用电器	 127,314,920
10290919	Sony/索尼	3C数码	 441,655,029
10767664	Airmate/艾美特	家用电器	 76,028,091
10651059	南极人	其他行业	 45,150,416
10365607	Huawei/华为	其他行业	 53,128,398
10549939	摩飞电器	家用电器	 103,350,119
10943422	USMILE	家用电器	 96,893,776
10282053	Samsung/三星	3C数码	 467,073,968
10946847	NARWAL/云鲸	家用电器	 63,330,775
10561609	honor/荣耀	3C数码	 2,966,817,474
10253457	HYUNDAI/现代	3C数码	 26,065,314
10186206	Ulike	家用电器	 31,048,061
10914703	BRITA/碧然德	家用电器	 47,590,632
10660465	素士	家用电器	 49,950,628
10453372	roborock/石头	家用电器	 45,911,665
10878098	LIVEN/利仁	家用电器	 36,838,573
10928520	breo/倍轻松	家用电器	 44,439,664
10443570	waterpik/洁碧	家用电器	 38,177,715
10700343	Deerma/德尔玛	家用电器	 38,350,273
10943322	TINECO/添可	家用电器	 47,240,434
10578925	Amoi/夏新	3C数码	 76,214,368
10896625	Dr.Arrivo	家用电器	 29,825,625
11008288	布谷	家用电器	 19,831,665
10263712	Donlim/东菱	家用电器	 25,249,869
10363832	Lenovo/联想	轻工制造	 37,523,749
10943632	小浣熊	家用电器	 18,138,374
10943806	Bruno（电器）	家用电器	 21,112,420
10807972	amiro	家用电器	 14,930,713
10936677	Apple/苹果	其他行业	 290,385,931
10405231	Dell/戴尔	3C数码	 901,944,283
10694602	OPPO	3C数码	 658,310,261
10555613	DJI/大疆	3C数码	 311,860,639
10818943	ROG/玩家国度	3C数码	 292,670,150
10209638	Canon/佳能	轻工制造	 169,738,898
10510754	小度	3C数码	 79,055,159
10134449	BASEUS/倍思	其他行业	 20,858,375
10822611	有道	3C数码	 73,944,407
10914661	inphic/英菲克	3C数码	 48,379,224
10077073	Malata/万利达	3C数码	 25,876,530
10828751	Adidas/阿迪达斯	轻工制造	 35,053,898
10756661	Nike/耐克	轻工制造	 60,811,875
10697953	ANTA/安踏	纺织服装	 607,783,822
10108419	Lining/李宁	轻工制造	 227,052,543
10918513	Skechers/斯凯奇	纺织服装	 329,916,214
10265649	Bejirog/北极绒	纺织服装	 296,367,950
10624267	Fila/斐乐	纺织服装	 212,893,468
10396240	XTEP/特步	纺织服装	 280,140,230
10118639	Septwolves/七匹狼	轻工制造	 52,261,201
10146835	MiiOW/猫人	纺织服装	 198,614,662
10918628	巴拉巴拉	纺织服装	 292,407,141
10612684	Puma/彪马	纺织服装	 188,357,322
10552075	浪莎	纺织服装	 199,674,092
10507213	PEACEBIRD/太平鸟	纺织服装	 199,370,980
10839215	MERCURY/水星家纺	纺织服装	 159,320,139
10512642	JEEP/吉普	纺织服装	 133,677,744
10478634	VANS	纺织服装	 123,993,500
10695684	CARTELO/卡帝乐鳄鱼	轻工制造	 47,594,286
10046651	Belle/百丽	纺织服装	 169,566,237
10766986	Romon/罗蒙	纺织服装	 142,161,099
10777785	Under Armour/安德玛	纺织服装	 100,904,650
10582190	HLA/海澜之家	纺织服装	 102,517,966
10053481	REDDRAGONFLY/红蜻蜓	纺织服装	 134,183,240
10936681	Semir/森马	纺织服装	 119,538,794
10336127	Peak/匹克	纺织服装	 122,745,605
10695555	ONLY	纺织服装	 120,993,425
10799606	木林森	纺织服装	 96,396,726
10839275	Vero Moda	纺织服装	 108,111,460
10768748	Asics/亚瑟士	纺织服装	 79,774,002
10334775	Meters Bonwe/美特斯邦威	纺织服装	 90,612,011
10148147	yaloo/雅鹿	纺织服装	 123,096,619
10772535	乐町	纺织服装	 80,076,409
10087740	Bananain/蕉内	纺织服装	 65,631,873
10785870	富安娜	纺织服装	 76,248,094
10766953	Bosideng/波司登	纺织服装	 109,449,358
10839793	Disney/迪士尼	其他行业	 46,724,248
10703086	erke/鸿星尔克	纺织服装	 69,976,043
10869390	tonlion/唐狮	纺织服装	 92,693,894
10499971	蕉下	轻工制造	 26,899,780
10336296	Dickies	纺织服装	 85,711,387
10713880	罗莱	纺织服装	 62,553,398
10334760	Mark Fairwhale/马克华菲	纺织服装	 81,162,200
10149169	Eifini/伊芙丽	纺织服装	 62,403,143
10062023	Purcotton/全棉时代	轻工制造	 110,462,292
10336817	Goodbaby/好孩子	轻工制造	 120,732,366
10267287	GXG	纺织服装	 57,043,774
10053765	INMAN/茵曼	纺织服装	 46,796,565
10766968	Jack Jones/杰克琼斯	纺织服装	 59,317,239
10918621	Bobdog/巴布豆	轻工制造	 75,749,390
10262822	Youngor/雅戈尔	纺织服装	 42,980,260
10058603	lovo	纺织服装	 38,898,667
10485537	Staccato/思加图	纺织服装	 41,740,693
10136716	babycare	轻工制造	 320,497,979
10653429	boylondon	纺织服装	 31,194,746
10767190	Paul Frank/大嘴猴	纺织服装	 39,114,977
10133456	MR．SLEEP/觉先生	纺织服装	 32,649,521
10065349	音儿	纺织服装	 30,086,897
10772805	JUZUI/玖姿	纺织服装	 30,791,051
10858127	梦洁	纺织服装	 40,599,761
10913845	MLB	纺织服装	 30,457,456
10554706	yaya/鸭鸭	纺织服装	 45,921,937
10943399	人本	纺织服装	 29,311,089
10864849	YEARCON/意尔康	纺织服装	 29,581,144
10397117	’SEIFINI/诗凡黎	纺织服装	 32,931,262
10840701	贵人鸟	纺织服装	 31,896,061
10645621	Goldfarm/高梵	纺织服装	 32,010,557
10126490	YEEHOO/英氏	轻工制造	 37,565,637
10051096	Vinda/维达	轻工制造	 333,072,311
10794168	M＆G/晨光	轻工制造	 351,281,988
10324527	HUGGIES/好奇	轻工制造	 264,918,201
10483008	洁柔	轻工制造	 215,379,955
10552730	心相印	轻工制造	 179,895,912
10887266	蓝月亮	轻工制造	 193,579,637
10703846	清风	轻工制造	 176,152,685
10700449	立白	轻工制造	 114,309,013
10075234	Zippo/芝宝	轻工制造	 84,775,824
10205732	植护	轻工制造	 76,142,006
10137605	JmGo/坚果	轻工制造	 81,665,004
10936904	OMO/奥妙	轻工制造	 86,061,922
10214126	高洁丝	轻工制造	 83,919,954
10696457	Lock＆Lock/乐扣乐扣	轻工制造	 89,947,578
10216170	超能	轻工制造	 68,642,865
10214052	CHARLES&KEITH	轻工制造	 46,882,907
10479858	ASD/爱仕达	轻工制造	 50,944,338
10936756	TIGER/虎牌	轻工制造	 64,669,449
10490009	KBH/康巴赫	轻工制造	 46,217,985
10032446	MERACH/麦瑞克	轻工制造	 42,118,156
10845479	SHUA/舒华	轻工制造	 36,252,298
10049177	TAILI/太力	轻工制造	 35,350,804
10773008	碧浪	轻工制造	 36,125,655
10265023	IRIS/爱丽思	轻工制造	 35,172,139
10787058	SCOORNEST/科巢	轻工制造	 27,093,751
10123788	德佑	轻工制造	 26,862,639
10768856	老管家	轻工制造	 23,490,988
10862278	活力28	轻工制造	 31,882,436
10277307	峰米	轻工制造	 27,371,529
10050501	燕之屋	医药保健	 134,266,632
10641447	小仙炖	医药保健	 111,556,048
10859900	敷尔佳	医药保健	 53,082,552
11015408	百年扁氏	医药保健	 42,658,438
10412071	珍视明	医药保健	 44,497,671
10140601	老金磨方	医药保健	 16,556,254
10613141	宏丰贵邦	医药保健	 13,750,536
10790422	左点	医药保健	 17,072,276
10556775	Swarovski/施华洛世奇	其他行业	 123,273,647
10938370	Meixin/美心	其他行业	 345,865,959
10046371	huamel/华美	其他行业	 157,988,820
10702390	五芳斋	其他行业	 140,308,323
10940787	MRSCRAB/蟹太太	其他行业	 79,414,547
10736237	China Gold/中国黄金	其他行业	 75,728,088
10338389	Chow Tai Seng/周大生	其他行业	 45,682,687
10408990	Garmin/佳明	其他行业	 57,542,672
10110586	ZLF/周六福	其他行业	 48,937,126
10767017	pandora/潘多拉	其他行业	 33,336,970
10701009	老庙	其他行业	 33,845,611
10940112	I Do	其他行业	 25,044,368
10846708	元朗荣华	其他行业	 77,048,550
10652726	RARONE/雷诺	其他行业	 18,666,241
10158207	桃李	其他行业	 23,742,481
10117667	金轩宝	其他行业	 18,965,525
10943574	红小厨	其他行业	 21,205,937
